filename,ytrue,ypred,score0,score1,score2,score3,score4,score5
./data/wrmq/1.jpg,0,0,3.5003061294555664,-0.7251368165016174,-0.13858476281166077,0.940617024898529,-0.9791850447654724,-2.217350959777832
./data/wrmq/10.jpg,0,0,3.928805351257324,-0.7248668074607849,-0.06499189138412476,0.5687015652656555,-0.6152116656303406,-2.435760736465454
./data/wrmq/100.jpg,0,0,4.04677152633667,-0.040642328560352325,-0.7339836359024048,0.29230016469955444,-0.9603818655014038,-2.168752670288086
./data/wrmq/101.jpg,0,0,2.7050693035125732,-1.0603941679000854,1.5568417310714722,0.8152529001235962,-1.5242531299591064,-2.2347841262817383
./data/wrmq/102.jpg,0,0,3.8811914920806885,-0.2931289076805115,-0.6650848388671875,0.0384824313223362,0.10876656323671341,-2.4431300163269043
./data/wrmq/103.jpg,4,4,1.159688115119934,-2.033466339111328,-1.3702791929244995,1.4229321479797363,3.563202381134033,-2.1730427742004395
./data/wrmq/104.jpg,4,4,0.5816054344177246,-2.1465704441070557,-2.1565394401550293,3.1279194355010986,3.2969019412994385,-2.192774772644043
./data/wrmq/105.jpg,0,0,2.934328317642212,-0.524230420589447,-0.6812031269073486,1.122724175453186,-0.3560982048511505,-1.9670419692993164
./data/wrmq/106.jpg,0,0,3.7008297443389893,-0.6342002153396606,-0.35068854689598083,0.882302463054657,-0.8590124845504761,-2.0558876991271973
./data/wrmq/107.jpg,1,1,0.3768528997898102,3.7206923961639404,-0.9835046529769897,0.10009965300559998,-1.3335920572280884,-1.6768791675567627
./data/wrmq/108.jpg,3,3,2.3429811000823975,1.0397616624832153,-1.5304824113845825,2.530667781829834,-1.5221163034439087,-2.576396942138672
./data/wrmq/109.jpg,3,3,1.3169000148773193,-0.034122176468372345,-0.4911390542984009,2.6150686740875244,-0.5936764478683472,-2.3055055141448975
./data/wrmq/11.jpg,1,1,0.6542976498603821,3.874575614929199,-1.3892773389816284,-0.563480794429779,0.7610572576522827,-2.716825485229492
./data/wrmq/110.jpg,3,3,1.300006628036499,-0.7758543491363525,-0.29573574662208557,4.736611843109131,-2.067892074584961,-2.4962964057922363
./data/wrmq/111.jpg,0,0,3.7366158962249756,-0.09620755165815353,-0.3154495358467102,0.5779039859771729,-0.8685312271118164,-2.534623146057129
./data/wrmq/112.jpg,0,0,3.6980338096618652,0.5723893046379089,-0.6345003247261047,0.7347995638847351,-1.589972734451294,-2.354783058166504
./data/wrmq/113.jpg,0,0,2.0331296920776367,0.6158562898635864,-0.4739179015159607,1.8372193574905396,-1.72852623462677,-1.8714786767959595
./data/wrmq/114.jpg,0,0,2.9025518894195557,-0.47884854674339294,0.04967411980032921,1.2743695974349976,-0.9414346218109131,-2.3770275115966797
./data/wrmq/115.jpg,0,0,2.3678195476531982,0.4042530357837677,0.3664243221282959,1.7886518239974976,-1.6924095153808594,-2.9210448265075684
./data/wrmq/116.jpg,0,0,2.7253811359405518,-0.2172977477312088,1.5168275833129883,1.1788066625595093,-2.196044683456421,-2.677178144454956
./data/wrmq/117.jpg,0,3,0.37703952193260193,1.1077243089675903,-1.0074548721313477,2.163309335708618,-1.5975641012191772,-0.9243006110191345
./data/wrmq/118.jpg,0,3,1.9676746129989624,-0.7484940886497498,-0.4589269757270813,3.7505128383636475,-1.8400373458862305,-2.3320579528808594
./data/wrmq/119.jpg,0,0,3.748842477798462,-0.22559039294719696,-0.6327508091926575,0.29831334948539734,-0.48907849192619324,-2.1825156211853027
./data/wrmq/12.jpg,1,1,0.783455491065979,4.055846214294434,-1.1357048749923706,-1.0602821111679077,-0.12681755423545837,-2.157726287841797
./data/wrmq/120.jpg,0,0,3.743145704269409,0.9453800320625305,-0.7275481224060059,0.4638921022415161,-1.6384621858596802,-2.357984781265259
./data/wrmq/121.jpg,0,0,3.9935665130615234,-0.1768478900194168,-0.9153832793235779,0.3532085418701172,-0.6405526995658875,-2.062558650970459
./data/wrmq/122.jpg,0,0,2.879359483718872,-0.7716103792190552,-0.7481310367584229,1.4997336864471436,-0.525494396686554,-1.8898106813430786
./data/wrmq/123.jpg,0,0,2.715696096420288,-0.8087958693504333,1.1453449726104736,1.0962306261062622,-1.930167555809021,-2.0682809352874756
./data/wrmq/124.jpg,0,0,4.623419284820557,-0.9904292225837708,-0.5667691826820374,0.9385055899620056,-0.5288668274879456,-2.8887176513671875
./data/wrmq/125.jpg,0,0,3.434703826904297,-0.6632535457611084,-0.6458638906478882,1.8917349576950073,-0.7342568039894104,-2.7211215496063232
./data/wrmq/126.jpg,0,0,3.715334177017212,0.2914515733718872,-0.4836583137512207,0.27740001678466797,-1.0415440797805786,-2.2827625274658203
./data/wrmq/127.jpg,0,0,3.7991058826446533,-0.3402531147003174,-0.33524826169013977,0.5711309313774109,-0.9870510101318359,-2.137965679168701
./data/wrmq/128.jpg,0,0,3.6733603477478027,-0.3415086269378662,0.16788794100284576,0.5649473071098328,-1.5373023748397827,-1.961560606956482
./data/wrmq/129.jpg,3,0,2.8892407417297363,-0.43085750937461853,-1.1011158227920532,2.5992910861968994,-1.310152292251587,-2.219092607498169
./data/wrmq/13.jpg,0,0,3.7429325580596924,-0.17929430305957794,-0.20721207559108734,0.4622112810611725,-1.1778627634048462,-2.1250686645507812
./data/wrmq/130.jpg,0,0,3.8286221027374268,-0.41831815242767334,-1.05023992061615,1.774334192276001,-1.1526702642440796,-2.4374303817749023
./data/wrmq/131.jpg,1,1,0.4452712833881378,4.388550758361816,-1.100500226020813,-0.08449709415435791,-1.4808646440505981,-2.0115561485290527
